nickname,player_id,series_count,game_count,total_kills,avg_kills,max_kills,min_kills,total_deaths,avg_deaths,max_deaths,min_deaths,kd_ratio,kills_per_game,deaths_per_game
bruninhocs_,112243,3,3,36,12.0,15,8,40,13.333333333333334,15,12,0.9,12.0,13.333333333333334
arT,112361,10,20,289,28.9,52,16,275,27.5,49,9,1.050909090909091,14.45,13.75
chayJESUS,112365,3,8,131,43.66666666666666,58,35,94,31.33333333333333,39,20,1.3936170212765957,16.375,11.75
nicks,112367,10,20,252,25.2,40,5,249,24.9,45,8,1.0120481927710845,12.6,12.45
zevy,112369,10,20,292,29.2,41,12,234,23.4,43,8,1.247863247863248,14.6,11.7
drac,112414,40,93,1473,36.825,68,0,1414,35.35,59,1,1.0417256011315417,15.838709677419354,15.204301075268818
devoduvek力,112416,40,93,1128,28.2,43,2,1451,36.275,66,1,0.777394900068918,12.129032258064516,15.602150537634408
Brooxsy,112418,40,93,1436,35.9,70,3,1447,36.175,64,0,0.9923980649619903,15.440860215053764,15.559139784946236
unshaarK,112420,10,24,308,30.8,46,17,383,38.3,54,25,0.804177545691906,12.833333333333334,15.958333333333334
KursySSJ4,112422,39,92,1740,44.61538461538461,79,1,1268,32.51282051282051,55,0,1.3722397476340693,18.91304347826087,13.782608695652174
MAGILA-,112432,17,42,656,38.588235294117645,59,16,662,38.94117647058823,64,21,0.9909365558912386,15.61904761904762,15.761904761904765
oopee,112446,18,42,746,41.44444444444444,62,28,665,36.94444444444444,61,19,1.1218045112781956,17.761904761904763,15.833333333333334
Legy,112514,11,26,365,33.18181818181818,59,19,400,36.36363636363637,50,20,0.9125,14.038461538461538,15.384615384615383
short,112641,11,24,385,35.0,48,19,337,30.63636363636364,51,12,1.142433234421365,16.041666666666668,14.041666666666666
alisson,112643,11,24,378,34.36363636363637,54,17,328,29.818181818181817,49,13,1.1524390243902438,15.75,13.666666666666666
skr,112646,11,24,362,32.90909090909091,52,6,313,28.454545454545453,48,12,1.156549520766773,15.083333333333334,13.041666666666666
desh,112648,11,24,415,37.72727272727273,62,13,311,28.272727272727277,51,9,1.3344051446945338,17.291666666666668,12.958333333333334
Chr1zN,112715,8,21,300,37.5,49,28,344,43.0,52,26,0.872093023255814,14.285714285714286,16.38095238095238
prt,112780,10,25,332,33.2,50,12,331,33.1,49,18,1.003021148036254,13.28,13.24
antonini-,112784,3,3,62,20.666666666666668,33,9,63,21.0,30,16,0.984126984126984,20.666666666666668,21.0
pedrinzy,112786,4,11,155,38.75,54,26,143,35.75,52,25,1.083916083916084,14.090909090909092,13.0
refraction,112857,6,14,131,21.83333333333333,33,13,217,36.16666666666666,54,19,0.6036866359447005,9.357142857142858,15.5
Blytz,112859,27,73,1233,45.66666666666666,63,26,1087,40.25925925925926,73,21,1.1343146274149034,16.89041095890411,14.89041095890411
forsyy,112861,28,76,1155,41.25,84,13,944,33.714285714285715,55,16,1.2235169491525424,15.197368421052632,12.421052631578949
kreaz,112863,28,76,1010,36.07142857142857,57,20,1104,39.42857142857143,71,19,0.914855072463768,13.289473684210526,14.526315789473683
nbqq,112865,27,73,1111,41.14814814814815,68,21,1035,38.333333333333336,63,19,1.0734299516908212,15.219178082191782,14.178082191780822
Dytor,112867,27,73,1101,40.77777777777778,63,22,1057,39.14814814814815,64,20,1.04162724692526,15.082191780821915,14.47945205479452
n1Xen,112869,49,121,1850,37.755102040816325,78,12,1863,38.02040816326531,65,16,0.9930220075147612,15.289256198347108,15.396694214876034
Kristou,112871,48,118,1770,36.875,61,13,1856,38.66666666666666,62,16,0.9536637931034484,15.0,15.728813559322036
Anlelele,112873,49,121,1898,38.734693877551024,71,19,1938,39.55102040816327,68,15,0.9793601651186792,15.68595041322314,16.016528925619834
nut nut,112875,49,121,1779,36.30612244897959,67,14,1800,36.734693877551024,65,14,0.9883333333333332,14.702479338842975,14.87603305785124
SKRiMO,113082,24,61,888,37.0,63,16,920,38.333333333333336,71,16,0.9652173913043478,14.557377049180328,15.081967213114757
zodi,113083,24,60,815,33.958333333333336,56,8,876,36.5,64,16,0.930365296803653,13.583333333333334,14.6
AwaykeN-,113085,8,21,313,39.125,59,20,305,38.125,61,16,1.0262295081967212,14.904761904761903,14.523809523809524
dem0n,113087,46,113,1607,34.93478260869565,64,18,1494,32.47826086956522,54,13,1.0756358768406962,14.221238938053098,13.221238938053098
Krabeni,113089,47,114,1822,38.765957446808514,66,12,1688,35.91489361702128,52,11,1.0793838862559242,15.982456140350877,14.807017543859647
Makazz3,113091,47,114,1880,40.0,60,12,1701,36.191489361702125,58,10,1.1052322163433277,16.49122807017544,14.921052631578949
cmtry,113092,47,114,1665,35.42553191489362,64,13,1495,31.80851063829787,57,10,1.1137123745819395,14.605263157894736,13.114035087719298
jACKZ,113210,34,79,1171,34.44117647058823,57,4,1118,32.88235294117647,60,2,1.0474060822898033,14.822784810126585,14.151898734177216
eraa^,113216,38,96,1462,38.47368421052632,66,20,1296,34.10526315789474,58,17,1.1280864197530864,15.229166666666666,13.5
zhoki,113237,3,6,54,18.0,26,12,90,30.0,32,27,0.6,9.0,15.0
⑳ tutehen,113239,7,18,251,35.857142857142854,48,22,289,41.285714285714285,57,31,0.8685121107266436,13.944444444444445,16.055555555555557
★ ⑳ JonY BoY,113241,7,18,286,40.85714285714285,63,25,275,39.285714285714285,61,26,1.04,15.88888888888889,15.27777777777778
★ ⑳ nbl,113243,7,18,277,39.57142857142857,61,23,287,41.0,62,29,0.9651567944250872,15.38888888888889,15.944444444444445
★ ⑳ toto-m,113245,7,18,265,37.85714285714285,57,12,271,38.71428571428572,56,28,0.977859778597786,14.72222222222222,15.055555555555555
✓ ★ ⑳ max,113247,7,18,259,37.0,45,23,288,41.142857142857146,60,25,0.8993055555555556,14.38888888888889,16.0
perez,113274,15,34,526,35.06666666666667,52,15,460,30.666666666666668,52,15,1.1434782608695653,15.470588235294118,13.529411764705882
tOPZ,113370,3,7,85,28.33333333333333,36,14,98,32.666666666666664,40,27,0.8673469387755102,12.142857142857142,14.0
pavv+,113425,10,26,423,42.3,94,15,417,41.7,85,29,1.014388489208633,16.26923076923077,16.03846153846154
rzk,113427,10,26,394,39.4,92,20,418,41.8,82,26,0.9425837320574164,15.153846153846152,16.076923076923077
castrz,113429,6,16,190,31.666666666666668,65,16,272,45.333333333333336,91,30,0.6985294117647058,11.875,17.0
Hezz,113431,10,26,382,38.2,80,20,384,38.4,78,28,0.9947916666666666,14.692307692307692,14.76923076923077
dott1,113433,10,26,380,38.0,89,13,401,40.1,81,26,0.9476309226932668,14.615384615384617,15.423076923076923
lealziNho,113492,7,17,217,31.0,39,22,233,33.285714285714285,47,10,0.9313304721030042,12.764705882352942,13.705882352941176
✓ ★ ⑳ Brnz1k,113494,8,19,255,31.875,47,20,261,32.625,44,15,0.9770114942528736,13.421052631578949,13.736842105263158
✓ ★ ⑳ Lukita_fps,113496,8,19,202,25.25,41,16,274,34.25,49,20,0.7372262773722628,10.63157894736842,14.421052631578949
swarmyzz,113498,7,17,254,36.285714285714285,49,22,237,33.857142857142854,46,13,1.0717299578059072,14.941176470588236,13.941176470588236
✓ ★ ⑳ -Sakamoto,113500,8,19,243,30.375,48,18,284,35.5,51,17,0.8556338028169014,12.789473684210526,14.947368421052632
Xant3r,113591,4,10,129,32.25,50,22,157,39.25,54,26,0.821656050955414,12.9,15.7
Sdaim,113652,22,53,782,35.54545454545455,66,17,729,33.13636363636363,54,16,1.0727023319615911,14.754716981132075,13.754716981132075
REDSTAR------,113674,18,43,673,37.388888888888886,53,12,588,32.666666666666664,46,13,1.1445578231292517,15.651162790697674,13.674418604651162
[COACH] ★ ⑮ kMACH1NE,113703,2,5,0,0.0,0,0,8,4.0,6,2,0.0,0.0,1.6
teme,113740,22,53,731,33.22727272727273,56,18,805,36.59090909090909,49,21,0.9080745341614906,13.79245283018868,15.18867924528302
mylbert8d,113742,22,53,807,36.68181818181818,52,15,818,37.18181818181818,49,19,0.9865525672371638,15.226415094339623,15.433962264150944
millert,113744,22,53,654,29.727272727272727,49,11,773,35.13636363636363,50,20,0.8460543337645536,12.339622641509434,14.58490566037736
bondik,114011,48,115,1567,32.645833333333336,61,14,1508,31.416666666666668,60,13,1.0391246684350133,13.62608695652174,13.11304347826087
Smash,114013,49,117,1674,34.16326530612245,62,14,1626,33.18367346938776,65,13,1.029520295202952,14.307692307692308,13.897435897435898
Marix,114015,49,117,1780,36.326530612244895,67,12,1781,36.3469387755102,66,18,0.9994385176866928,15.213675213675211,15.22222222222222
j3kie,114017,49,117,1944,39.67346938775511,67,13,1738,35.46938775510204,70,14,1.1185270425776754,16.615384615384617,14.854700854700855
t3ns1on,114019,48,115,1590,33.125,59,15,1443,30.0625,61,10,1.1018711018711018,13.826086956521738,12.547826086956524
Enzo,114107,15,34,490,32.666666666666664,54,11,530,35.333333333333336,50,18,0.9245283018867924,14.411764705882351,15.588235294117649
-Nami,114109,28,67,962,34.357142857142854,50,7,1046,37.35714285714285,53,16,0.9196940726577438,14.35820895522388,15.611940298507465
gwachkuar,114111,28,67,780,27.857142857142858,50,10,1089,38.892857142857146,57,17,0.7162534435261708,11.64179104477612,16.253731343283583
yvro,114115,18,42,644,35.77777777777778,60,10,630,35.0,47,11,1.022222222222222,15.333333333333334,15.0
TMB,114117,23,56,757,32.91304347826087,62,14,899,39.08695652173913,63,17,0.8420467185761957,13.517857142857142,16.053571428571427
aNdu,114126,22,52,797,36.22727272727273,57,9,827,37.59090909090909,63,8,0.9637243047158404,15.326923076923077,15.903846153846152
Lucky,114182,14,37,574,41.0,69,24,523,37.35714285714285,54,22,1.0975143403441685,15.513513513513514,14.135135135135137
Maka,114184,14,37,635,45.35714285714285,60,27,531,37.92857142857143,49,23,1.1958568738229756,17.16216216216216,14.35135135135135
Djoko,114186,14,37,526,37.57142857142857,52,20,626,44.71428571428572,57,30,0.8402555910543131,14.216216216216216,16.91891891891892
Ex3rcice,114188,14,37,550,39.285714285714285,61,21,549,39.21428571428572,53,21,1.0018214936247722,14.864864864864863,14.83783783783784
Graviti,114190,14,37,558,39.85714285714285,75,25,576,41.142857142857146,56,27,0.96875,15.08108108108108,15.567567567567568
fiR3,114342,115,276,3447,29.973913043478262,72,8,4226,36.74782608695652,65,16,0.8156649313771889,12.48913043478261,15.31159420289855
Maluk3,114368,6,14,172,28.666666666666668,43,9,200,33.333333333333336,51,19,0.86,12.285714285714286,14.285714285714286
guthriee,114373,5,12,70,14.0,24,5,86,17.2,33,7,0.813953488372093,5.833333333333333,7.166666666666667
dzt,114377,9,20,265,29.444444444444443,46,22,310,34.44444444444444,57,22,0.8548387096774194,13.25,15.5
spinnie,114378,9,20,350,38.888888888888886,51,26,297,33.0,53,18,1.1784511784511784,17.5,14.85
s1cko,114380,1,2,27,27.0,27,27,22,22.0,22,22,1.2272727272727273,13.5,11.0
dok,114382,9,20,311,34.55555555555556,54,24,313,34.77777777777778,57,19,0.9936102236421726,15.55,15.65
mithputtini,114384,9,20,294,32.666666666666664,44,19,270,30.0,45,16,1.0888888888888888,14.7,13.5
Sandraum,114396,1,1,5,5.0,5,5,17,17.0,17,17,0.2941176470588235,5.0,17.0
abr,114398,8,21,355,44.375,66,18,281,35.125,50,18,1.2633451957295374,16.904761904761905,13.38095238095238
leleo,114400,8,19,223,27.875,44,14,287,35.875,52,15,0.7770034843205574,11.736842105263158,15.105263157894736
cerol,114402,4,10,159,39.75,51,17,168,42.0,56,18,0.9464285714285714,15.9,16.8
nolkz,114404,8,19,275,34.375,54,8,302,37.75,56,16,0.9105960264900662,14.473684210526317,15.894736842105264
beg0d,114415,7,18,283,40.42857142857143,66,17,257,36.71428571428572,47,27,1.1011673151750974,15.72222222222222,14.27777777777778
Melavi,114445,9,23,363,40.333333333333336,56,25,337,37.44444444444444,47,28,1.0771513353115727,15.782608695652174,14.652173913043478
Lich,114447,8,20,287,35.875,53,20,305,38.125,54,26,0.940983606557377,14.35,15.25
J3NSYY❤:v,114522,1,3,31,31.0,31,31,39,39.0,39,39,0.7948717948717948,10.333333333333334,13.0
morelz,114642,12,31,421,35.083333333333336,48,20,499,41.583333333333336,57,29,0.843687374749499,13.580645161290322,16.096774193548388
woozzzi,114677,5,11,160,32.0,39,26,159,31.8,38,29,1.0062893081761006,14.545454545454543,14.454545454545457
relentless,114718,5,13,129,25.8,44,12,208,41.6,52,30,0.6201923076923077,9.923076923076923,16.0
Nexius,114753,2,5,65,32.5,41,24,76,38.0,50,26,0.8552631578947368,13.0,15.2
Buzz,114755,8,21,342,42.75,68,30,310,38.75,47,23,1.103225806451613,16.285714285714285,14.761904761904765
F1KU,114757,8,21,340,42.5,49,30,296,37.0,49,28,1.148648648648649,16.19047619047619,14.095238095238097
MoDo,114759,8,21,306,38.25,59,23,263,32.875,47,19,1.1634980988593155,14.571428571428571,12.523809523809524
SBT,114826,19,48,651,34.26315789473684,56,13,732,38.526315789473685,55,26,0.889344262295082,13.5625,15.25
kye,114851,10,20,277,27.7,44,8,258,25.8,44,8,1.073643410852713,13.85,12.9
swicher,114877,25,63,883,35.32,68,16,923,36.92,67,17,0.9566630552546046,14.015873015873016,14.65079365079365
dezt,114879,25,63,924,36.96,70,20,912,36.48,67,18,1.013157894736842,14.666666666666666,14.476190476190476
Malkiss ♡,114930,37,89,1272,34.37837837837838,55,15,1210,32.7027027027027,66,14,1.0512396694214876,14.292134831460674,13.595505617977528
kr1vda,114932,37,89,1271,34.351351351351354,55,13,1240,33.51351351351352,61,12,1.025,14.280898876404494,13.932584269662922
kL1o,114934,37,89,1283,34.67567567567568,65,12,1294,34.972972972972975,68,12,0.991499227202473,14.415730337078651,14.539325842696629
drg,114945,5,10,148,29.6,45,14,142,28.4,50,13,1.0422535211267605,14.8,14.2
dgl,114961,2,6,89,44.5,45,44,82,41.0,47,35,1.0853658536585369,14.833333333333334,13.666666666666666
nikz_,115021,3,3,47,15.666666666666666,26,7,54,18.0,24,13,0.8703703703703703,15.666666666666666,18.0
mtsGOD,115023,3,3,30,10.0,11,9,49,16.333333333333332,20,14,0.6122448979591837,10.0,16.333333333333332
thuister,115027,3,3,56,18.666666666666668,22,16,56,18.666666666666668,23,16,1.0,18.666666666666668,18.666666666666668
SHOGU,115105,1,2,24,24.0,24,24,21,21.0,21,21,1.1428571428571428,12.0,10.5
[COACH] ★ ⑪ ner0,115119,4,8,0,0.0,0,0,8,2.0,2,2,0.0,0.0,1.0
[COACH] ✓ ★ ⑳ vivi,115154,5,12,0,0.0,0,0,15,3.0,6,1,0.0,0.0,1.25
lub9,115156,5,10,136,27.2,37,18,155,31.0,37,28,0.8774193548387097,13.6,15.5
StebbiC0C0,115168,3,7,110,36.66666666666666,42,32,90,30.0,32,27,1.2222222222222223,15.714285714285714,12.857142857142858
leFluff,115170,2,5,59,29.5,31,28,58,29.0,29,29,1.0172413793103448,11.8,11.6
Midgard,115172,3,7,121,40.333333333333336,56,26,103,34.333333333333336,37,31,1.174757281553398,17.285714285714285,14.714285714285714
T0PAZ-,115174,2,5,54,27.0,28,26,64,32.0,32,32,0.84375,10.8,12.8
brnr,115176,3,7,101,33.666666666666664,52,24,113,37.66666666666666,42,33,0.8938053097345132,14.428571428571429,16.142857142857142
ofvirkur,115178,4,8,164,41.0,60,23,124,31.0,36,19,1.3225806451612905,20.5,15.5
7homsen POLO,115180,4,8,83,20.75,42,10,127,31.75,38,20,0.6535433070866141,10.375,15.875
HEJHEJ_HUNDENE,115182,4,8,96,24.0,33,14,113,28.25,37,18,0.8495575221238938,12.0,14.125
Guddi,115184,4,8,136,34.0,49,19,122,30.5,41,14,1.1147540983606556,17.0,15.25
hyperactiive,115186,4,8,88,22.0,36,14,113,28.25,38,13,0.7787610619469026,11.0,14.125
[COACH] ✓ ★ ⑳ raiN-,115196,2,5,0,0.0,0,0,6,3.0,4,2,0.0,0.0,1.2
peterrr,115642,4,8,125,31.25,42,13,127,31.75,49,21,0.984251968503937,15.625,15.875
allee**,115644,2,3,63,31.5,34,29,58,29.0,39,19,1.0862068965517242,21.0,19.33333333333333
PANDAZ-,115646,4,8,127,31.75,43,17,132,33.0,49,20,0.9621212121212122,15.875,16.5
Dabbehhh,115648,4,8,127,31.75,47,14,119,29.75,48,14,1.0672268907563025,15.875,14.875
RavlE,115650,3,6,105,35.0,40,31,90,30.0,49,14,1.1666666666666667,17.5,15.0
Sausol,115760,21,54,737,35.095238095238095,55,15,788,37.523809523809526,61,19,0.9352791878172588,13.648148148148149,14.592592592592592
oxygeN,115976,5,13,206,41.2,56,24,188,37.6,48,24,1.0957446808510638,15.846153846153848,14.461538461538462
iDISBALANCE,116102,11,24,332,30.181818181818183,57,15,308,28.0,46,18,1.077922077922078,13.833333333333334,12.833333333333334
glowiing,116103,11,24,338,30.727272727272727,47,9,343,31.181818181818183,55,20,0.9854227405247812,14.083333333333334,14.291666666666666
r3salt,116105,11,24,372,33.81818181818182,61,26,319,29.0,52,21,1.1661442006269591,15.5,13.291666666666666
shalfey111,116107,11,24,359,32.63636363636363,46,18,313,28.454545454545453,51,17,1.146964856230032,14.958333333333334,13.041666666666666
d1Ledez,116108,11,24,371,33.72727272727273,65,13,304,27.63636363636364,56,18,1.2203947368421053,15.458333333333334,12.666666666666666
shyyne,116502,17,42,580,34.11764705882353,57,19,576,33.88235294117647,49,21,1.0069444444444444,13.80952380952381,13.714285714285714
KRL,116568,1,1,12,12.0,12,12,15,15.0,15,15,0.8,12.0,15.0
tomkeejs,116844,1,2,9,9.0,9,9,15,15.0,15,15,0.6,4.5,7.5
DOM-,116979,5,11,121,24.2,39,17,144,28.8,44,16,0.8402777777777778,11.0,13.090909090909092
WZRD,116981,5,11,147,29.4,48,11,153,30.6,46,19,0.9607843137254902,13.363636363636363,13.909090909090908
Tight-,116983,5,11,139,27.8,33,20,131,26.2,41,17,1.0610687022900764,12.636363636363637,11.909090909090908
Zolo^,116985,5,11,142,28.4,37,12,154,30.8,42,20,0.922077922077922,12.909090909090908,14.0
ADHD * NATURE VALLEY,116987,5,11,136,27.2,35,19,135,27.0,40,18,1.0074074074074073,12.363636363636363,12.272727272727272
kfed,116996,1,2,18,18.0,18,18,15,15.0,15,15,1.2,9.0,7.5
Buck Angel,116998,1,2,11,11.0,11,11,15,15.0,15,15,0.7333333333333333,5.5,7.5
Sh4ker,117000,1,2,11,11.0,11,11,13,13.0,13,13,0.8461538461538461,5.5,6.5
AceGeir,117002,1,2,5,5.0,5,5,16,16.0,16,16,0.3125,2.5,8.0
tiro,117004,1,2,10,10.0,10,10,13,13.0,13,13,0.7692307692307693,5.0,6.5
Rainwaker,117162,5,13,221,44.2,59,37,191,38.2,43,30,1.1570680628272252,17.0,14.692307692307692
CeRq,117164,5,13,186,37.2,53,27,168,33.6,40,22,1.1071428571428572,14.307692307692308,12.923076923076923
SPELLAN,117165,5,13,149,29.8,41,24,188,37.6,50,26,0.7925531914893617,11.461538461538462,14.461538461538462
SHIPZ,117167,5,13,201,40.2,60,27,211,42.2,55,28,0.95260663507109,15.461538461538462,16.23076923076923
pandi7o,117363,3,6,79,26.33333333333333,34,22,98,32.666666666666664,34,31,0.8061224489795918,13.166666666666666,16.333333333333332
meyern1,117381,4,5,65,16.25,35,6,73,18.25,35,11,0.8904109589041096,13.0,14.6
insan1tyy,117395,6,8,123,20.5,36,5,116,19.33333333333333,34,12,1.0603448275862069,15.375,14.5
trindade-,117397,5,7,98,19.6,30,9,96,19.2,30,13,1.0208333333333333,14.0,13.714285714285714
Kadzz,117399,6,8,67,11.166666666666666,18,7,125,20.83333333333333,34,14,0.536,8.375,15.625
spargo,117457,13,32,463,35.61538461538461,63,16,437,33.61538461538461,49,17,1.0594965675057209,14.46875,13.65625
m4tthi,117470,1,2,29,29.0,29,29,34,34.0,34,34,0.8529411764705882,14.5,17.0
reg1no.O,117492,2,3,15,7.5,15,0,24,12.0,22,2,0.625,5.0,8.0
quixD,117659,6,13,175,29.166666666666668,44,21,231,38.5,61,30,0.7575757575757576,13.461538461538462,17.76923076923077
hugoxd,117661,4,9,134,33.5,45,20,162,40.5,63,31,0.8271604938271605,14.88888888888889,18.0
bq,117663,7,15,228,32.57142857142857,66,14,277,39.57142857142857,57,29,0.8231046931407943,15.2,18.466666666666665
bsover,117665,7,15,237,33.857142857142854,46,19,286,40.85714285714285,67,28,0.8286713286713286,15.8,19.066666666666663
AdrieN,117752,2,5,67,33.5,35,32,71,35.5,37,34,0.943661971830986,13.4,14.2
Klameczka,117754,3,6,50,16.666666666666668,24,8,94,31.33333333333333,43,15,0.5319148936170213,8.333333333333334,15.666666666666666
coolio,118152,1,1,5,5.0,5,5,16,16.0,16,16,0.3125,5.0,16.0
s1zen,118285,17,39,581,34.1764705882353,50,17,603,35.47058823529412,55,24,0.9635157545605308,14.897435897435898,15.461538461538462
fanatyk ☾,118331,4,8,140,35.0,47,23,143,35.75,41,32,0.9790209790209792,17.5,17.875
LEENAS,118333,1,2,45,45.0,45,45,37,37.0,37,37,1.2162162162162162,22.5,18.5
5tumble,118334,2,4,59,29.5,33,26,66,33.0,33,33,0.8939393939393939,14.75,16.5
kjuK,118335,2,4,64,32.0,42,22,76,38.0,42,34,0.8421052631578947,16.0,19.0
Frip_,118336,2,4,64,32.0,45,19,77,38.5,41,36,0.8311688311688312,16.0,19.25
fallingxdd,118337,2,4,70,35.0,41,29,66,33.0,33,33,1.0606060606060606,17.5,16.5
agoz,118417,2,4,73,36.5,51,22,62,31.0,37,25,1.1774193548387095,18.25,15.5
SeBreeZe,118419,1,2,41,41.0,41,41,43,43.0,43,43,0.9534883720930232,20.5,21.5
tonysalva,118433,3,7,122,40.66666666666666,44,37,99,33.0,49,17,1.2323232323232325,17.428571428571427,14.142857142857142
olik,118451,1,3,37,37.0,37,37,49,49.0,49,49,0.7551020408163265,12.333333333333334,16.333333333333332
Mzinho,118722,5,13,190,38.0,51,31,193,38.6,61,26,0.9844559585492229,14.615384615384617,14.846153846153848
bLitz,118724,5,13,218,43.6,68,32,180,36.0,50,27,1.211111111111111,16.76923076923077,13.846153846153848
Techno4K,118726,5,13,168,33.6,46,23,192,38.4,54,28,0.875,12.923076923076923,14.76923076923077
910,118727,5,13,170,34.0,48,21,164,32.8,45,19,1.0365853658536586,13.076923076923077,12.615384615384617
TeSeS,118768,4,11,205,51.25,64,32,161,40.25,57,21,1.2732919254658386,18.63636363636364,14.636363636363637
NertZ,118770,4,11,182,45.5,63,28,173,43.25,62,23,1.0520231213872833,16.545454545454547,15.727272727272728
kyxsan,118772,4,11,142,35.5,51,22,157,39.25,55,20,0.9044585987261148,12.909090909090908,14.272727272727272
sjuush,118773,4,11,153,38.25,60,24,169,42.25,58,25,0.9053254437869822,13.909090909090908,15.363636363636363
degster,118775,4,11,187,46.75,58,33,155,38.75,56,22,1.206451612903226,17.0,14.090909090909092
MaThZ†,118796,4,10,72,18.0,40,4,71,17.75,27,14,1.0140845070422535,7.2,7.1
pancc,119049,6,11,163,27.166666666666668,41,18,147,24.5,46,10,1.108843537414966,14.818181818181818,13.363636363636363
talkzyn,119051,4,9,92,23.0,43,13,141,35.25,47,29,0.6524822695035462,10.22222222222222,15.666666666666666
gejmzilla,119053,2,4,35,17.5,19,16,58,29.0,30,28,0.603448275862069,8.75,14.5
tripey,119055,2,4,69,34.5,36,33,62,31.0,36,26,1.1129032258064515,17.25,15.5
ammar-iwnl-,119057,2,4,82,41.0,42,40,58,29.0,30,28,1.4137931034482758,20.5,14.5
rosoneriii,119059,2,4,50,25.0,27,23,58,29.0,34,24,0.8620689655172413,12.5,14.5
v1w,119060,2,4,67,33.5,43,24,53,26.5,32,21,1.2641509433962264,16.75,13.25
BK1,119062,4,11,145,36.25,46,15,182,45.5,53,31,0.7967032967032966,13.181818181818182,16.545454545454547
abizz,119064,4,11,156,39.0,52,15,179,44.75,54,32,0.8715083798882681,14.181818181818182,16.272727272727273
roy,119066,4,11,167,41.75,55,13,176,44.0,51,32,0.9488636363636364,15.181818181818182,16.0
ivz,119068,4,11,183,45.75,58,35,169,42.25,48,31,1.0828402366863903,16.636363636363637,15.363636363636363
teleD,119072,6,12,194,32.333333333333336,45,26,188,31.33333333333333,43,17,1.0319148936170213,16.166666666666668,15.666666666666666
vsm,119105,3,8,125,41.66666666666666,63,27,102,34.0,41,27,1.2254901960784317,15.625,12.75
TACO,119107,3,8,105,35.0,47,23,95,31.666666666666668,40,22,1.105263157894737,13.125,11.875
ponter,119109,3,8,121,40.333333333333336,46,33,100,33.333333333333336,41,21,1.21,15.125,12.5
farias,119111,3,8,111,37.0,45,29,80,26.666666666666668,39,16,1.3875,13.875,10.0
ruan pablo,119119,3,6,42,14.0,20,8,93,31.0,34,27,0.4516129032258064,7.0,15.5
Lucasye,119121,3,6,47,15.666666666666666,17,14,90,30.0,32,28,0.5222222222222223,7.833333333333333,15.0
agt,119123,3,6,42,14.0,19,10,89,29.666666666666668,31,28,0.4719101123595505,7.0,14.833333333333334
tsug,119130,4,10,125,31.25,42,24,146,36.5,51,30,0.8561643835616438,12.5,14.6
alwayz,119131,2,6,65,32.5,35,30,95,47.5,52,43,0.6842105263157895,10.833333333333334,15.833333333333334
Machado,119133,2,6,93,46.5,48,45,77,38.5,41,36,1.207792207792208,15.5,12.833333333333334
agR,119135,2,6,86,43.0,52,34,85,42.5,46,39,1.011764705882353,14.333333333333334,14.166666666666666
vhs,119137,2,6,68,34.0,34,34,94,47.0,53,41,0.723404255319149,11.333333333333334,15.666666666666666
guH,119138,2,6,68,34.0,41,27,88,44.0,50,38,0.7727272727272727,11.333333333333334,14.666666666666666
EddezeNNN,119309,1,2,38,38.0,38,38,44,44.0,44,44,0.8636363636363636,19.0,22.0
th0rsteinnf,119311,1,2,44,44.0,44,44,42,42.0,42,42,1.0476190476190477,22.0,21.0
Hippo,119346,2,6,76,38.0,39,37,99,49.5,54,45,0.7676767676767676,12.666666666666666,16.5
BALJS,119403,2,4,62,31.0,38,24,69,34.5,36,33,0.8985507246376812,15.5,17.25
H4RR3w0w,119405,2,5,71,35.5,36,35,74,37.0,42,32,0.9594594594594594,14.2,14.8
doobs,119454,1,2,24,24.0,24,24,33,33.0,33,33,0.7272727272727273,12.0,16.5
dobbo,119496,1,2,20,20.0,20,20,21,21.0,21,21,0.9523809523809524,10.0,10.5
MAT1-_-,119696,1,2,31,31.0,31,31,33,33.0,33,33,0.9393939393939394,15.5,16.5
redi,120255,1,2,23,23.0,23,23,19,19.0,19,19,1.2105263157894737,11.5,9.5
★ ⑲ iogazeraXD,120298,1,2,14,14.0,14,14,30,30.0,30,30,0.4666666666666667,7.0,15.0
★ ⑳ lulu,120300,1,2,13,13.0,13,13,28,28.0,28,28,0.4642857142857143,6.5,14.0
